,frametime,GoldStandardValence,GoldStandardArousal
1651,66.04,0.137694,0.0182577
1652,66.08,0.139361,0.0149243
1653,66.12,0.137694,0.016591
1654,66.16,0.136027,0.0199243
1655,66.2,0.136027,0.016591
1656,66.24,0.136027,0.0132577
1657,66.28,0.134361,0.00659101
1658,66.32,0.134361,0.00159101
1659,66.36,0.134361,-0.00507566
1660,66.4,0.132694,-0.0117423
1661,66.44,0.132694,-0.018409
1662,66.48,0.132694,-0.0217423
1663,66.52,0.132694,-0.023409
1664,66.56,0.132694,-0.028409
1665,66.6,0.132694,-0.0317423
1666,66.64,0.132694,-0.0317423
1667,66.68,0.132694,-0.033409
1668,66.72,0.132694,-0.0367423
1669,66.76,0.132694,-0.0400757
1670,66.8,0.132694,-0.043409
1671,66.84,0.132694,-0.0450757
1672,66.88,0.132694,-0.0500757
1673,66.92,0.132694,-0.0517423
1674,66.96,0.134361,-0.0517423
1675,67.0,0.134361,-0.053409
1676,67.04,0.134361,-0.053409
1677,67.08,0.136027,-0.0550757
1678,67.12,0.137694,-0.0550757
1679,67.16,0.141027,-0.058409
1680,67.2,0.144361,-0.063409
1681,67.24,0.142694,-0.0667423
1682,67.28,0.142694,-0.0717423
1683,67.32,0.141027,-0.0800757
1684,67.36,0.141027,-0.083409
1685,67.4,0.139361,-0.088409
1686,67.44,0.137694,-0.088409
1687,67.48,0.134361,-0.0900757
1688,67.52,0.132694,-0.0917423
1689,67.56,0.127694,-0.0950757
1690,67.6,0.124361,-0.0967423
1691,67.64,0.124361,-0.098409
1692,67.68,0.124361,-0.101742
1693,67.72,0.121027,-0.101742
1694,67.76,0.121027,-0.103409
1695,67.8,0.119361,-0.103409
1696,67.84,0.119361,-0.105076
1697,67.88,0.119361,-0.103409
1698,67.92,0.117694,-0.101742
1699,67.96,0.117694,-0.100076
1700,68.0,0.117694,-0.098409
1701,68.04,0.117694,-0.100076
1702,68.08,0.117694,-0.101742
1703,68.12,0.117694,-0.101742
1704,68.16,0.117694,-0.103409
1705,68.2,0.117694,-0.103409
1706,68.24,0.116027,-0.106742
1707,68.28,0.116027,-0.110076
1708,68.32,0.114361,-0.115076
1709,68.36,0.114361,-0.118409
1710,68.4,0.112694,-0.121742
1711,68.44,0.112694,-0.126742
1712,68.48,0.112694,-0.131742
1713,68.52,0.112694,-0.136742
1714,68.56,0.112694,-0.143409
1715,68.6,0.112694,-0.150076
1716,68.64,0.112694,-0.155076
1717,68.68,0.112694,-0.155076
1718,68.72,0.111027,-0.155076
1719,68.76,0.111027,-0.156742
1720,68.8,0.111027,-0.161742
1721,68.84,0.106027,-0.165076
1722,68.88,0.104361,-0.170076
1723,68.92,0.102694,-0.173409
1724,68.96,0.101027,-0.178409
1725,69.0,0.0993607,-0.178409
1726,69.04,0.097694,-0.181742
1727,69.08,0.0960273,-0.183409
1728,69.12,0.0910273,-0.186742
1729,69.16,0.0893607,-0.190076
1730,69.2,0.0843607,-0.196742
1731,69.24,0.082694,-0.201742
1732,69.28,0.0810273,-0.201742
1733,69.32,0.0793607,-0.201742
1734,69.36,0.0793607,-0.203409
1735,69.4,0.0793607,-0.203409
1736,69.44,0.0793607,-0.203409
1737,69.48,0.077694,-0.201742
1738,69.52,0.077694,-0.201742
1739,69.56,0.0760273,-0.201742
1740,69.6,0.0760273,-0.198409
1741,69.64,0.0760273,-0.188409
1742,69.68,0.0760273,-0.186742
1743,69.72,0.0743607,-0.188409
1744,69.76,0.0743607,-0.188409
1745,69.8,0.0743607,-0.190076
1746,69.84,0.072694,-0.186742
1747,69.88,0.0743607,-0.186742
1748,69.92,0.0743607,-0.186742
1749,69.96,0.0743607,-0.183409
1750,70.0,0.0743607,-0.180076
1751,70.04,0.0743607,-0.175076
1752,70.08,0.0743607,-0.161742
1753,70.12,0.0743607,-0.148409
1754,70.16,0.0743607,-0.135076
1755,70.2,0.072694,-0.123409
1756,70.24,0.072694,-0.111742
1757,70.28,0.072694,-0.108409
1758,70.32,0.0710273,-0.105076
1759,70.36,0.0693607,-0.100076
1760,70.4,0.067694,-0.0967423
1761,70.44,0.0660273,-0.0950757
1762,70.48,0.0660273,-0.0850757
1763,70.52,0.0660273,-0.083409
1764,70.56,0.0660273,-0.078409
1765,70.6,0.0660273,-0.0750757
1766,70.64,0.0643607,-0.0750757
1767,70.68,0.0643607,-0.073409
1768,70.72,0.0643607,-0.073409
1769,70.76,0.0643607,-0.0750757
1770,70.8,0.0660273,-0.0767423
1771,70.84,0.0660273,-0.078409
1772,70.88,0.0660273,-0.0800757
1773,70.92,0.0660273,-0.0800757
1774,70.96,0.0660273,-0.078409
1775,71.0,0.067694,-0.078409
1776,71.04,0.0693607,-0.0800757
1777,71.08,0.0693607,-0.0800757
1778,71.12,0.0710273,-0.078409
1779,71.16,0.0710273,-0.078409
1780,71.2,0.0710273,-0.078409
1781,71.24,0.0710273,-0.078409
1782,71.28,0.0710273,-0.078409
1783,71.32,0.072694,-0.0800757
1784,71.36,0.0743607,-0.078409
1785,71.4,0.0760273,-0.0800757
1786,71.44,0.077694,-0.0800757
1787,71.48,0.0793607,-0.0800757
1788,71.52,0.0810273,-0.0817423
1789,71.56,0.082694,-0.0817423
1790,71.6,0.082694,-0.0817423
1791,71.64,0.0860273,-0.0817423
1792,71.68,0.087694,-0.0817423
1793,71.72,0.092694,-0.0817423
1794,71.76,0.0960273,-0.0817423
1795,71.8,0.097694,-0.0817423
1796,71.84,0.101027,-0.083409
1797,71.88,0.102694,-0.083409
1798,71.92,0.102694,-0.083409
1799,71.96,0.104361,-0.083409
1800,72.0,0.104361,-0.083409
1801,72.04,0.104361,-0.083409
1802,72.08,0.106027,-0.0817423
1803,72.12,0.109361,-0.0817423
1804,72.16,0.111027,-0.083409
1805,72.2,0.111027,-0.0850757
1806,72.24,0.112694,-0.0850757
1807,72.28,0.112694,-0.0850757
1808,72.32,0.112694,-0.0867423
1809,72.36,0.112694,-0.0867423
1810,72.4,0.112694,-0.0867423
1811,72.44,0.112694,-0.0867423
1812,72.48,0.112694,-0.0867423
1813,72.52,0.112694,-0.0867423
1814,72.56,0.112694,-0.0867423
1815,72.6,0.112694,-0.0867423
1816,72.64,0.112694,-0.0850757
1817,72.68,0.112694,-0.0850757
1818,72.72,0.112694,-0.0850757
1819,72.76,0.112694,-0.0800757
1820,72.8,0.112694,-0.0767423
1821,72.84,0.112694,-0.073409
1822,72.88,0.112694,-0.073409
1823,72.92,0.112694,-0.073409
1824,72.96,0.112694,-0.073409
1825,73.0,0.112694,-0.073409
1826,73.04,0.112694,-0.073409
1827,73.08,0.112694,-0.073409
1828,73.12,0.111027,-0.073409
1829,73.16,0.111027,-0.0717423
1830,73.2,0.111027,-0.0717423
1831,73.24,0.111027,-0.0700757
1832,73.28,0.111027,-0.0667423
1833,73.32,0.111027,-0.0667423
1834,73.36,0.111027,-0.0617423
1835,73.4,0.109361,-0.0600757
1836,73.44,0.109361,-0.0600757
1837,73.48,0.107694,-0.0600757
1838,73.52,0.107694,-0.0600757
1839,73.56,0.107694,-0.0600757
1840,73.6,0.107694,-0.058409
1841,73.64,0.107694,-0.058409
1842,73.68,0.107694,-0.058409
1843,73.72,0.107694,-0.0600757
1844,73.76,0.107694,-0.0567423
1845,73.8,0.107694,-0.053409
1846,73.84,0.107694,-0.0500757
1847,73.88,0.107694,-0.048409
1848,73.92,0.107694,-0.048409
1849,73.96,0.107694,-0.0500757
1850,74.0,0.107694,-0.0500757
1851,74.04,0.107694,-0.0550757
1852,74.08,0.107694,-0.053409
1853,74.12,0.107694,-0.0567423
1854,74.16,0.107694,-0.0600757
1855,74.2,0.107694,-0.063409
1856,74.24,0.107694,-0.0667423
1857,74.28,0.107694,-0.0717423
1858,74.32,0.107694,-0.0767423
1859,74.36,0.107694,-0.0767423
1860,74.4,0.107694,-0.0817423
1861,74.44,0.107694,-0.0867423
1862,74.48,0.107694,-0.088409
1863,74.52,0.106027,-0.088409
1864,74.56,0.106027,-0.088409
1865,74.6,0.104361,-0.0900757
1866,74.64,0.104361,-0.0900757
1867,74.68,0.104361,-0.0900757
1868,74.72,0.104361,-0.0900757
1869,74.76,0.104361,-0.0900757
1870,74.8,0.104361,-0.0917423
1871,74.84,0.104361,-0.0917423
1872,74.88,0.104361,-0.093409
1873,74.92,0.104361,-0.0950757
1874,74.96,0.102694,-0.093409
1875,75.0,0.101027,-0.0950757
1876,75.04,0.0993607,-0.0967423
1877,75.08,0.0993607,-0.100076
1878,75.12,0.0993607,-0.101742
1879,75.16,0.0943607,-0.101742
1880,75.2,0.0960273,-0.101742
1881,75.24,0.0943607,-0.101742
1882,75.28,0.092694,-0.101742
1883,75.32,0.0910273,-0.101742
1884,75.36,0.0893607,-0.101742
1885,75.4,0.0893607,-0.101742
1886,75.44,0.087694,-0.101742
1887,75.48,0.0860273,-0.103409
1888,75.52,0.0860273,-0.103409
1889,75.56,0.0843607,-0.103409
1890,75.6,0.082694,-0.103409
1891,75.64,0.082694,-0.100076
1892,75.68,0.0810273,-0.0967423
1893,75.72,0.082694,-0.0967423
1894,75.76,0.082694,-0.0950757
1895,75.8,0.082694,-0.093409
1896,75.84,0.0843607,-0.093409
1897,75.88,0.0843607,-0.093409
1898,75.92,0.082694,-0.088409
1899,75.96,0.0860273,-0.0800757
1900,76.0,0.0860273,-0.0700757
1901,76.04,0.087694,-0.0650757
1902,76.08,0.087694,-0.0550757
1903,76.12,0.087694,-0.0417423
1904,76.16,0.087694,-0.033409
1905,76.2,0.0910273,-0.0217423
1906,76.24,0.092694,-0.0117423
1907,76.28,0.092694,-0.00340899
1908,76.32,0.0960273,0.00492434
1909,76.36,0.0960273,0.011591
1910,76.4,0.0960273,0.0149243
1911,76.44,0.0960273,0.0182577
1912,76.48,0.0943607,0.0199243
1913,76.52,0.0960273,0.021591
1914,76.56,0.0960273,0.0249243
1915,76.6,0.097694,0.0282577
1916,76.64,0.097694,0.0399243
1917,76.68,0.0993607,0.051591
1918,76.72,0.101027,0.056591
1919,76.76,0.0993607,0.061591
1920,76.8,0.0993607,0.0649243
1921,76.84,0.0993607,0.0682577
1922,76.88,0.0993607,0.0682577
1923,76.92,0.0993607,0.0699243
1924,76.96,0.0993607,0.0699243
1925,77.0,0.097694,0.071591
1926,77.04,0.097694,0.0732577
1927,77.08,0.097694,0.0732577
1928,77.12,0.097694,0.0749243
1929,77.16,0.097694,0.0782577
1930,77.2,0.0960273,0.0832577
1931,77.24,0.0960273,0.086591
1932,77.28,0.0943607,0.0849243
1933,77.32,0.0943607,0.0849243
1934,77.36,0.0943607,0.0849243
1935,77.4,0.0910273,0.0832577
1936,77.44,0.0893607,0.0832577
1937,77.48,0.0893607,0.0849243
1938,77.52,0.0893607,0.0832577
1939,77.56,0.0893607,0.0849243
1940,77.6,0.0893607,0.0849243
1941,77.64,0.0893607,0.0832577
1942,77.68,0.087694,0.0799243
1943,77.72,0.0843607,0.076591
1944,77.76,0.0843607,0.0749243
1945,77.8,0.0843607,0.076591
1946,77.84,0.0843607,0.076591
1947,77.88,0.0843607,0.0749243
1948,77.92,0.0843607,0.071591
1949,77.96,0.0843607,0.0699243
1950,78.0,0.082694,0.061591
1951,78.04,0.082694,0.0582577
1952,78.08,0.082694,0.0532577
1953,78.12,0.082694,0.0482577
1954,78.16,0.082694,0.0432577
1955,78.2,0.082694,0.0399243
1956,78.24,0.082694,0.0382577
1957,78.28,0.082694,0.0382577
1958,78.32,0.082694,0.0382577
1959,78.36,0.082694,0.0332577
1960,78.4,0.0810273,0.031591
1961,78.44,0.0810273,0.031591
1962,78.48,0.0810273,0.031591
1963,78.52,0.0810273,0.0299243
1964,78.56,0.0810273,0.026591
1965,78.6,0.0810273,0.026591
1966,78.64,0.0810273,0.0282577
1967,78.68,0.0810273,0.026591
1968,78.72,0.0810273,0.021591
1969,78.76,0.0810273,0.0232577
1970,78.8,0.0810273,0.0182577
1971,78.84,0.0810273,0.0149243
1972,78.88,0.0810273,0.0132577
1973,78.92,0.0810273,0.011591
1974,78.96,0.0810273,0.0132577
1975,79.0,0.0810273,0.016591
1976,79.04,0.0810273,0.0182577
1977,79.08,0.0810273,0.021591
1978,79.12,0.0810273,0.0249243
1979,79.16,0.0810273,0.0232577
1980,79.2,0.0810273,0.021591
1981,79.24,0.0793607,0.0199243
1982,79.28,0.0810273,0.0199243
1983,79.32,0.0810273,0.0199243
1984,79.36,0.0810273,0.0199243
1985,79.4,0.0793607,0.0182577
1986,79.44,0.0793607,0.0182577
1987,79.48,0.0793607,0.0182577
1988,79.52,0.0793607,0.0199243
1989,79.56,0.0793607,0.0232577
1990,79.6,0.0793607,0.0249243
1991,79.64,0.077694,0.0249243
1992,79.68,0.0760273,0.026591
1993,79.72,0.0710273,0.026591
1994,79.76,0.067694,0.026591
1995,79.8,0.0660273,0.026591
1996,79.84,0.0660273,0.026591
1997,79.88,0.0660273,0.026591
1998,79.92,0.0660273,0.0282577
1999,79.96,0.0660273,0.0282577
2000,80.0,0.0660273,0.0282577
2001,80.04,0.0660273,0.026591
2002,80.08,0.0660273,0.0249243
2003,80.12,0.0660273,0.021591
2004,80.16,0.0660273,0.016591
2005,80.2,0.0660273,0.0149243
2006,80.24,0.0660273,0.0149243
2007,80.28,0.0660273,0.00992434
2008,80.32,0.0660273,0.00825768
2009,80.36,0.0643607,0.00492434
2010,80.4,0.0643607,-0.00340899
2011,80.44,0.0643607,-0.0100757
2012,80.48,0.0643607,-0.013409
2013,80.52,0.0643607,-0.018409
2014,80.56,0.0643607,-0.0200757
2015,80.6,0.0643607,-0.0217423
2016,80.64,0.0643607,-0.023409
2017,80.68,0.0643607,-0.0250757
2018,80.72,0.0643607,-0.028409
2019,80.76,0.0643607,-0.033409
2020,80.8,0.0643607,-0.038409
2021,80.84,0.0643607,-0.043409
2022,80.88,0.0643607,-0.0467423
2023,80.92,0.0643607,-0.0517423
2024,80.96,0.0643607,-0.0650757
2025,81.0,0.0660273,-0.0750757
2026,81.04,0.067694,-0.0817423
2027,81.08,0.0693607,-0.083409
2028,81.12,0.0710273,-0.0850757
2029,81.16,0.072694,-0.088409
2030,81.2,0.072694,-0.0900757
2031,81.24,0.072694,-0.0950757
2032,81.28,0.0760273,-0.103409
2033,81.32,0.0743607,-0.106742
2034,81.36,0.0760273,-0.113409
2035,81.4,0.077694,-0.120076
2036,81.44,0.0810273,-0.128409
2037,81.48,0.082694,-0.131742
2038,81.52,0.082694,-0.135076
2039,81.56,0.082694,-0.136742
2040,81.6,0.082694,-0.140076
2041,81.64,0.082694,-0.141742
2042,81.68,0.0810273,-0.145076
2043,81.72,0.082694,-0.146742
2044,81.76,0.0843607,-0.148409
2045,81.8,0.0860273,-0.150076
2046,81.84,0.0893607,-0.150076
2047,81.88,0.092694,-0.151742
2048,81.92,0.102694,-0.151742
2049,81.96,0.107694,-0.153409
2050,82.0,0.114361,-0.153409
2051,82.04,0.116027,-0.155076
2052,82.08,0.119361,-0.155076
2053,82.12,0.121027,-0.156742
2054,82.16,0.121027,-0.156742
2055,82.2,0.121027,-0.156742
2056,82.24,0.122694,-0.151742
2057,82.28,0.126027,-0.148409
2058,82.32,0.129361,-0.145076
2059,82.36,0.131027,-0.143409
2060,82.4,0.132694,-0.141742
2061,82.44,0.137694,-0.141742
2062,82.48,0.142694,-0.140076
2063,82.52,0.149361,-0.136742
2064,82.56,0.152694,-0.136742
2065,82.6,0.152694,-0.138409
2066,82.64,0.159361,-0.138409
2067,82.68,0.164361,-0.136742
2068,82.72,0.169361,-0.136742
2069,82.76,0.172694,-0.133409
2070,82.8,0.181027,-0.131742
2071,82.84,0.189361,-0.130076
2072,82.88,0.194361,-0.126742
2073,82.92,0.201027,-0.125076
2074,82.96,0.202694,-0.125076
2075,83.0,0.209361,-0.123409
2076,83.04,0.212694,-0.120076
2077,83.08,0.216027,-0.120076
2078,83.12,0.217694,-0.120076
2079,83.16,0.222694,-0.120076
2080,83.2,0.227694,-0.120076
2081,83.24,0.229361,-0.121742
2082,83.28,0.232694,-0.121742
2083,83.32,0.234361,-0.125076
2084,83.36,0.236027,-0.125076
2085,83.4,0.237694,-0.125076
2086,83.44,0.239361,-0.123409
2087,83.48,0.239361,-0.123409
2088,83.52,0.241027,-0.115076
2089,83.56,0.242694,-0.108409
2090,83.6,0.247694,-0.106742
2091,83.64,0.247694,-0.106742
2092,83.68,0.249361,-0.105076
2093,83.72,0.249361,-0.105076
2094,83.76,0.251027,-0.105076
2095,83.8,0.252694,-0.105076
2096,83.84,0.254361,-0.105076
2097,83.88,0.254361,-0.103409
2098,83.92,0.256027,-0.0950757
2099,83.96,0.257694,-0.0800757
2100,84.0,0.257694,-0.0717423
2101,84.04,0.259361,-0.068409
2102,84.08,0.259361,-0.068409
2103,84.12,0.257694,-0.068409
2104,84.16,0.256027,-0.068409
2105,84.2,0.257694,-0.068409
2106,84.24,0.256027,-0.068409
2107,84.28,0.254361,-0.0700757
2108,84.32,0.254361,-0.0717423
2109,84.36,0.252694,-0.0717423
2110,84.4,0.251027,-0.073409
2111,84.44,0.251027,-0.0767423
2112,84.48,0.251027,-0.0767423
2113,84.52,0.249361,-0.0767423
2114,84.56,0.247694,-0.0767423
2115,84.6,0.244361,-0.0767423
2116,84.64,0.244361,-0.0767423
2117,84.68,0.242694,-0.0767423
2118,84.72,0.241027,-0.0767423
2119,84.76,0.241027,-0.0767423
2120,84.8,0.241027,-0.078409
2121,84.84,0.241027,-0.0800757
2122,84.88,0.241027,-0.0817423
2123,84.92,0.239361,-0.0817423
2124,84.96,0.237694,-0.083409
2125,85.0,0.237694,-0.088409
2126,85.04,0.237694,-0.0917423
2127,85.08,0.237694,-0.100076
2128,85.12,0.236027,-0.108409
2129,85.16,0.236027,-0.113409
2130,85.2,0.236027,-0.115076
2131,85.24,0.236027,-0.120076
2132,85.28,0.236027,-0.121742
2133,85.32,0.237694,-0.125076
2134,85.36,0.237694,-0.130076
2135,85.4,0.237694,-0.133409
2136,85.44,0.239361,-0.138409
2137,85.48,0.239361,-0.140076
2138,85.52,0.242694,-0.141742
2139,85.56,0.244361,-0.143409
2140,85.6,0.246027,-0.148409
2141,85.64,0.249361,-0.150076
2142,85.68,0.249361,-0.153409
2143,85.72,0.254361,-0.155076
2144,85.76,0.257694,-0.158409
2145,85.8,0.257694,-0.160076
2146,85.84,0.257694,-0.165076
2147,85.88,0.261027,-0.166742
2148,85.92,0.261027,-0.168409
2149,85.96,0.262694,-0.173409
2150,86.0,0.262694,-0.178409
2151,86.04,0.262694,-0.181742
2152,86.08,0.266027,-0.185076
2153,86.12,0.267694,-0.190076
2154,86.16,0.267694,-0.193409
2155,86.2,0.267694,-0.195076
2156,86.24,0.267694,-0.195076
2157,86.28,0.267694,-0.195076
2158,86.32,0.267694,-0.195076
2159,86.36,0.269361,-0.196742
2160,86.4,0.267694,-0.196742
2161,86.44,0.267694,-0.196742
2162,86.48,0.267694,-0.196742
2163,86.52,0.267694,-0.196742
2164,86.56,0.267694,-0.196742
2165,86.6,0.267694,-0.193409
2166,86.64,0.267694,-0.191742
2167,86.68,0.267694,-0.188409
2168,86.72,0.267694,-0.188409
2169,86.76,0.267694,-0.188409
2170,86.8,0.267694,-0.188409
2171,86.84,0.267694,-0.188409
2172,86.88,0.267694,-0.190076
2173,86.92,0.267694,-0.190076
2174,86.96,0.267694,-0.190076
2175,87.0,0.267694,-0.190076
2176,87.04,0.267694,-0.190076
2177,87.08,0.267694,-0.190076
2178,87.12,0.267694,-0.191742
2179,87.16,0.267694,-0.191742
2180,87.2,0.267694,-0.193409
2181,87.24,0.267694,-0.193409
2182,87.28,0.267694,-0.195076
2183,87.32,0.267694,-0.196742
2184,87.36,0.267694,-0.196742
2185,87.4,0.267694,-0.196742
2186,87.44,0.267694,-0.196742
2187,87.48,0.267694,-0.198409
2188,87.52,0.267694,-0.198409
2189,87.56,0.267694,-0.201742
2190,87.6,0.267694,-0.201742
2191,87.64,0.267694,-0.201742
2192,87.68,0.267694,-0.201742
2193,87.72,0.267694,-0.201742
2194,87.76,0.267694,-0.203409
2195,87.8,0.267694,-0.203409
2196,87.84,0.267694,-0.206742
2197,87.88,0.267694,-0.208409
2198,87.92,0.267694,-0.211742
2199,87.96,0.267694,-0.215076
2200,88.0,0.267694,-0.215076
2201,88.04,0.267694,-0.215076
2202,88.08,0.269361,-0.215076
2203,88.12,0.266027,-0.216742
2204,88.16,0.262694,-0.216742
2205,88.2,0.264361,-0.216742
2206,88.24,0.264361,-0.218409
2207,88.28,0.264361,-0.218409
2208,88.32,0.266027,-0.223409
2209,88.36,0.267694,-0.226742
2210,88.4,0.267694,-0.228409
2211,88.44,0.267694,-0.231742
2212,88.48,0.269361,-0.231742
2213,88.52,0.269361,-0.231742
2214,88.56,0.267694,-0.231742
2215,88.6,0.267694,-0.235076
2216,88.64,0.267694,-0.235076
2217,88.68,0.266027,-0.235076
2218,88.72,0.264361,-0.235076
2219,88.76,0.264361,-0.235076
2220,88.8,0.264361,-0.235076
2221,88.84,0.262694,-0.235076
2222,88.88,0.261027,-0.235076
2223,88.92,0.261027,-0.235076
2224,88.96,0.261027,-0.235076
2225,89.0,0.259361,-0.235076
2226,89.04,0.261027,-0.235076
2227,89.08,0.261027,-0.241742
2228,89.12,0.261027,-0.243409
2229,89.16,0.259361,-0.248409
2230,89.2,0.259361,-0.248409
2231,89.24,0.259361,-0.250076
2232,89.28,0.259361,-0.251742
2233,89.32,0.256027,-0.251742
2234,89.36,0.256027,-0.256742
2235,89.4,0.254361,-0.258409
2236,89.44,0.252694,-0.261742
2237,89.48,0.251027,-0.263409
2238,89.52,0.251027,-0.266742
2239,89.56,0.249361,-0.268409
2240,89.6,0.249361,-0.275076
2241,89.64,0.249361,-0.276742
2242,89.68,0.247694,-0.280076
2243,89.72,0.247694,-0.283409
2244,89.76,0.247694,-0.285076
2245,89.8,0.247694,-0.286742
2246,89.84,0.247694,-0.286742
2247,89.88,0.246027,-0.288409
2248,89.92,0.246027,-0.288409
2249,89.96,0.246027,-0.291742
2250,90.0,0.244361,-0.291742
2251,90.04,0.241027,-0.296742
2252,90.08,0.239361,-0.298409
2253,90.12,0.234361,-0.301742
2254,90.16,0.232694,-0.300076
2255,90.2,0.232694,-0.300076
2256,90.24,0.231027,-0.296742
2257,90.28,0.231027,-0.295076
2258,90.32,0.229361,-0.296742
2259,90.36,0.229361,-0.298409
2260,90.4,0.229361,-0.295076
2261,90.44,0.229361,-0.295076
2262,90.48,0.227694,-0.295076
2263,90.52,0.226027,-0.295076
2264,90.56,0.222694,-0.295076
2265,90.6,0.221027,-0.295076
2266,90.64,0.219361,-0.295076
2267,90.68,0.217694,-0.298409
2268,90.72,0.217694,-0.298409
2269,90.76,0.217694,-0.301742
2270,90.8,0.216027,-0.305076
2271,90.84,0.216027,-0.308409
2272,90.88,0.216027,-0.310076
2273,90.92,0.214361,-0.311742
2274,90.96,0.214361,-0.311742
2275,91.0,0.214361,-0.311742
2276,91.04,0.212694,-0.311742
2277,91.08,0.211027,-0.313409
2278,91.12,0.209361,-0.313409
2279,91.16,0.209361,-0.316742
2280,91.2,0.209361,-0.320076
2281,91.24,0.209361,-0.325076
2282,91.28,0.207694,-0.328409
2283,91.32,0.206027,-0.330076
2284,91.36,0.206027,-0.335076
2285,91.4,0.202694,-0.340076
2286,91.44,0.201027,-0.346742
2287,91.48,0.197694,-0.351742
2288,91.52,0.196027,-0.353409
2289,91.56,0.192694,-0.353409
2290,91.6,0.191027,-0.356742
2291,91.64,0.191027,-0.361742
2292,91.68,0.191027,-0.365076
2293,91.72,0.187694,-0.366742
2294,91.76,0.187694,-0.371742
2295,91.8,0.187694,-0.378409
2296,91.84,0.187694,-0.381742
2297,91.88,0.187694,-0.381742
2298,91.92,0.187694,-0.381742
2299,91.96,0.186027,-0.381742
2300,92.0,0.186027,-0.381742
2301,92.04,0.186027,-0.381742
2302,92.08,0.182694,-0.381742
2303,92.12,0.181027,-0.383409
2304,92.16,0.179361,-0.383409
2305,92.2,0.177694,-0.385076
2306,92.24,0.174361,-0.386742
2307,92.28,0.171027,-0.388409
2308,92.32,0.167694,-0.390076
2309,92.36,0.164361,-0.390076
2310,92.4,0.162694,-0.390076
2311,92.44,0.161027,-0.390076
2312,92.48,0.159361,-0.390076
2313,92.52,0.159361,-0.391742
2314,92.56,0.157694,-0.391742
2315,92.6,0.156027,-0.391742
2316,92.64,0.154361,-0.391742
2317,92.68,0.154361,-0.393409
2318,92.72,0.154361,-0.393409
2319,92.76,0.152694,-0.391742
2320,92.8,0.151027,-0.386742
2321,92.84,0.151027,-0.383409
2322,92.88,0.151027,-0.380076
2323,92.92,0.152694,-0.380076
2324,92.96,0.152694,-0.380076
2325,93.0,0.152694,-0.380076
2326,93.04,0.152694,-0.380076
2327,93.08,0.152694,-0.380076
2328,93.12,0.154361,-0.380076
2329,93.16,0.154361,-0.380076
2330,93.2,0.154361,-0.383409
2331,93.24,0.152694,-0.383409
2332,93.28,0.152694,-0.385076
2333,93.32,0.152694,-0.388409
2334,93.36,0.152694,-0.390076
2335,93.4,0.152694,-0.391742
2336,93.44,0.152694,-0.391742
2337,93.48,0.152694,-0.391742
2338,93.52,0.151027,-0.391742
2339,93.56,0.151027,-0.391742
2340,93.6,0.151027,-0.391742
2341,93.64,0.151027,-0.391742
2342,93.68,0.149361,-0.391742
2343,93.72,0.149361,-0.391742
2344,93.76,0.149361,-0.391742
2345,93.8,0.149361,-0.391742
2346,93.84,0.149361,-0.391742
2347,93.88,0.149361,-0.391742
2348,93.92,0.149361,-0.391742
2349,93.96,0.147694,-0.388409
2350,94.0,0.147694,-0.386742
2351,94.04,0.147694,-0.386742
2352,94.08,0.147694,-0.386742
2353,94.12,0.147694,-0.388409
2354,94.16,0.147694,-0.390076
2355,94.2,0.147694,-0.391742
2356,94.24,0.147694,-0.391742
2357,94.28,0.146027,-0.391742
2358,94.32,0.144361,-0.391742
2359,94.36,0.144361,-0.391742
2360,94.4,0.144361,-0.391742
2361,94.44,0.142694,-0.390076
2362,94.48,0.142694,-0.391742
2363,94.52,0.142694,-0.388409
2364,94.56,0.141027,-0.388409
2365,94.6,0.141027,-0.388409
2366,94.64,0.141027,-0.386742
2367,94.68,0.141027,-0.388409
2368,94.72,0.141027,-0.388409
2369,94.76,0.141027,-0.388409
2370,94.8,0.141027,-0.388409
2371,94.84,0.141027,-0.388409
2372,94.88,0.141027,-0.388409
2373,94.92,0.141027,-0.388409
2374,94.96,0.141027,-0.390076
2375,95.0,0.141027,-0.390076
2376,95.04,0.141027,-0.390076
2377,95.08,0.141027,-0.386742
2378,95.12,0.141027,-0.385076
2379,95.16,0.141027,-0.385076
2380,95.2,0.141027,-0.383409
2381,95.24,0.141027,-0.383409
2382,95.28,0.141027,-0.386742
2383,95.32,0.141027,-0.386742
2384,95.36,0.141027,-0.388409
2385,95.4,0.141027,-0.390076
2386,95.44,0.141027,-0.391742
2387,95.48,0.141027,-0.391742
2388,95.52,0.141027,-0.395076
2389,95.56,0.141027,-0.398409
2390,95.6,0.139361,-0.400076
2391,95.64,0.134361,-0.400076
2392,95.68,0.132694,-0.401742
2393,95.72,0.132694,-0.401742
2394,95.76,0.132694,-0.401742
2395,95.8,0.132694,-0.401742
2396,95.84,0.132694,-0.401742
2397,95.88,0.132694,-0.401742
2398,95.92,0.132694,-0.403409
2399,95.96,0.132694,-0.408409
2400,96.0,0.132694,-0.410076
2401,96.04,0.132694,-0.411742
2402,96.08,0.132694,-0.411742
2403,96.12,0.134361,-0.410076
2404,96.16,0.134361,-0.406742
2405,96.2,0.134361,-0.398409
2406,96.24,0.132694,-0.390076
2407,96.28,0.132694,-0.386742
2408,96.32,0.132694,-0.383409
2409,96.36,0.132694,-0.385076
2410,96.4,0.132694,-0.385076
