@relation GOLDSTANDARD_VALENCE

@attribute frametime numeric
@attribute GoldStandardValence numeric


@data
56.8,0.0526722
56.84,0.0526722
56.88,0.0526722
56.92,0.0526722
56.96,0.0526722
57,0.0526722
57.04,0.0526722
57.08,0.0526722
57.12,0.0510056
57.16,0.0510056
57.2,0.0510056
57.24,0.0510056
57.28,0.0510056
57.32,0.0510056
57.36,0.0510056
57.4,0.0510056
57.44,0.0510056
57.48,0.0510056
57.52,0.0510056
57.56,0.0510056
57.6,0.0510056
57.64,0.0510056
57.68,0.0510056
57.72,0.0510056
57.76,0.0510056
57.8,0.0510056
57.84,0.0493389
57.88,0.0493389
57.92,0.0493389
57.96,0.0476722
58,0.0460056
58.04,0.0443389
58.08,0.0443389
58.12,0.0426722
58.16,0.0426722
58.2,0.0393389
58.24,0.0376722
58.28,0.0343389
58.32,0.0326722
58.36,0.0310056
58.4,0.0293389
58.44,0.0276722
58.48,0.0260056
58.52,0.0260056
58.56,0.0226722
58.6,0.0210056
58.64,0.0210056
58.68,0.0193389
58.72,0.0193389
58.76,0.0193389
58.8,0.0193389
58.84,0.0193389
58.88,0.0176722
58.92,0.0176722
58.96,0.0176722
59,0.0176722
59.04,0.0176722
59.08,0.0176722
59.12,0.0143389
59.16,0.0160056
59.2,0.0160056
59.24,0.0176722
59.28,0.0176722
59.32,0.0160056
59.36,0.0160056
59.4,0.0160056
59.44,0.0143389
59.48,0.0143389
59.52,0.0126722
59.56,0.0126722
59.6,0.0110056
59.64,0.0110056
59.68,0.00933889
59.72,0.00600556
59.76,0.00433889
59.8,-0.000661111
59.84,-0.00566111
59.88,-0.00732778
59.92,-0.0106611
59.96,-0.0106611
60,-0.0139944
60.04,-0.0139944
60.08,-0.0156611
60.12,-0.0156611
60.16,-0.0156611
60.2,-0.0156611
60.24,-0.0156611
60.28,-0.0173278
60.32,-0.0156611
60.36,-0.0173278
60.4,-0.0156611
60.44,-0.0156611
60.48,-0.0173278
60.52,-0.0206611
60.56,-0.0239944
60.6,-0.0239944
60.64,-0.0239944
60.68,-0.0256611
60.72,-0.0256611
60.76,-0.0256611
60.8,-0.0239944
60.84,-0.0239944
60.88,-0.0239944
60.92,-0.0239944
60.96,-0.0239944
61,-0.0239944
61.04,-0.0256611
61.08,-0.0256611
61.12,-0.0273278
61.16,-0.0273278
61.2,-0.0273278
61.24,-0.0273278
61.28,-0.0273278
61.32,-0.0289944
61.36,-0.0289944
61.4,-0.0289944
61.44,-0.0289944
61.48,-0.0306611
61.52,-0.0306611
61.56,-0.0323278
61.6,-0.0323278
61.64,-0.0289944
61.68,-0.0289944
61.72,-0.0289944
61.76,-0.0306611
61.8,-0.0323278
61.84,-0.0323278
61.88,-0.0323278
61.92,-0.0339944
61.96,-0.0339944
62,-0.0339944
62.04,-0.0339944
62.08,-0.0323278
62.12,-0.0323278
62.16,-0.0306611
62.2,-0.0306611
62.24,-0.0306611
62.28,-0.0289944
62.32,-0.0289944
62.36,-0.0289944
62.4,-0.0289944
62.44,-0.0256611
62.48,-0.0189944
62.52,-0.0156611
62.56,-0.0139944
62.6,-0.0123278
62.64,-0.0106611
62.68,-0.0106611
62.72,-0.0106611
62.76,-0.0106611
62.8,-0.0106611
62.84,-0.0106611
62.88,-0.0106611
62.92,-0.0106611
62.96,-0.0123278
63,-0.0139944
63.04,-0.0156611
63.08,-0.0189944
63.12,-0.0189944
63.16,-0.0189944
63.2,-0.0189944
63.24,-0.0189944
63.28,-0.0189944
63.32,-0.0189944
63.36,-0.0189944
63.4,-0.0189944
63.44,-0.0189944
63.48,-0.0189944
63.52,-0.0173278
63.56,-0.0173278
63.6,-0.0173278
63.64,-0.0173278
63.68,-0.0173278
63.72,-0.0206611
63.76,-0.0206611
63.8,-0.0206611
63.84,-0.0206611
63.88,-0.0206611
63.92,-0.0206611
63.96,-0.0206611
64,-0.0189944
64.04,-0.0206611
64.08,-0.0223278
64.12,-0.0239944
64.16,-0.0239944
64.2,-0.0239944
64.24,-0.0223278
64.28,-0.0223278
64.32,-0.0223278
64.36,-0.0223278
64.4,-0.0206611
64.44,-0.0206611
64.48,-0.0206611
64.52,-0.0206611
64.56,-0.0206611
64.6,-0.0223278
64.64,-0.0239944
64.68,-0.0239944
64.72,-0.0239944
64.76,-0.0239944
64.8,-0.0239944
64.84,-0.0273278
64.88,-0.0273278
64.92,-0.0273278
64.96,-0.0273278
65,-0.0273278
65.04,-0.0273278
65.08,-0.0273278
65.12,-0.0289944
65.16,-0.0289944
65.2,-0.0289944
65.24,-0.0289944
65.28,-0.0323278
65.32,-0.0323278
65.36,-0.0339944
65.4,-0.0356611
65.44,-0.0356611
65.48,-0.0373278
65.52,-0.0373278
65.56,-0.0373278
65.6,-0.0356611
65.64,-0.0356611
65.68,-0.0373278
65.72,-0.0373278
65.76,-0.0373278
65.8,-0.0389944
65.84,-0.0406611
65.88,-0.0406611
65.92,-0.0406611
65.96,-0.0373278
66,-0.0339944
66.04,-0.0323278
66.08,-0.0306611
66.12,-0.0289944
66.16,-0.0306611
66.2,-0.0323278
66.24,-0.0323278
66.28,-0.0323278
66.32,-0.0339944
66.36,-0.0356611
66.4,-0.0356611
66.44,-0.0389944
66.48,-0.0406611
66.52,-0.0423278
66.56,-0.0456611
66.6,-0.0456611
66.64,-0.0439944
66.68,-0.0439944
66.72,-0.0439944
66.76,-0.0456611
66.8,-0.0456611
66.84,-0.0473278
66.88,-0.0456611
66.92,-0.0456611
66.96,-0.0439944
67,-0.0439944
67.04,-0.0406611
67.08,-0.0406611
67.12,-0.0389944
67.16,-0.0406611
67.2,-0.0406611
67.24,-0.0389944
67.28,-0.0406611
67.32,-0.0456611
67.36,-0.0506611
67.4,-0.0539944
67.44,-0.0539944
67.48,-0.0539944
67.52,-0.0523278
67.56,-0.0539944
67.6,-0.0489944
67.64,-0.0456611
67.68,-0.0423278
67.72,-0.0406611
67.76,-0.0423278
67.8,-0.0389944
67.84,-0.0373278
67.88,-0.0406611
67.92,-0.0439944
67.96,-0.0439944
68,-0.0456611
68.04,-0.0423278
68.08,-0.0423278
68.12,-0.0423278
68.16,-0.0406611
68.2,-0.0389944
68.24,-0.0406611
68.28,-0.0423278
68.32,-0.0423278
68.36,-0.0439944
68.4,-0.0456611
68.44,-0.0456611
68.48,-0.0456611
68.52,-0.0456611
68.56,-0.0439944
68.6,-0.0456611
68.64,-0.0456611
68.68,-0.0423278
68.72,-0.0439944
68.76,-0.0423278
68.8,-0.0406611
68.84,-0.0406611
68.88,-0.0423278
68.92,-0.0406611
68.96,-0.0406611
69,-0.0406611
69.04,-0.0389944
69.08,-0.0389944
69.12,-0.0389944
69.16,-0.0389944
69.2,-0.0373278
69.24,-0.0356611
69.28,-0.0373278
69.32,-0.0389944
69.36,-0.0389944
69.4,-0.0406611
69.44,-0.0406611
69.48,-0.0389944
69.52,-0.0389944
69.56,-0.0389944
69.6,-0.0389944
69.64,-0.0389944
69.68,-0.0389944
69.72,-0.0389944
69.76,-0.0389944
69.8,-0.0389944
69.84,-0.0356611
69.88,-0.0356611
69.92,-0.0339944
69.96,-0.0339944
70,-0.0339944
70.04,-0.0306611
70.08,-0.0206611
70.12,-0.0173278
70.16,-0.0156611
70.2,-0.0156611
70.24,-0.0156611
70.28,-0.0156611
70.32,-0.0156611
70.36,-0.0156611
70.4,-0.0156611
70.44,-0.0139944
70.48,-0.0139944
70.52,-0.0139944
70.56,-0.0139944
70.6,-0.0139944
70.64,-0.0139944
70.68,-0.0123278
70.72,-0.0106611
70.76,-0.00899444
70.8,-0.00899444
70.84,-0.00899444
70.88,-0.00899444
70.92,-0.00899444
70.96,-0.00566111
71,-0.00232778
71.04,0.00767222
71.08,0.0176722
71.12,0.0276722
71.16,0.0310056
71.2,0.0376722
71.24,0.0393389
71.28,0.0426722
71.32,0.0426722
71.36,0.0426722
71.4,0.0426722
71.44,0.0426722
71.48,0.0476722
71.52,0.0493389
71.56,0.0510056
71.6,0.0526722
71.64,0.0526722
71.68,0.0526722
71.72,0.0526722
71.76,0.0526722
71.8,0.0543389
71.84,0.0526722
71.88,0.0510056
71.92,0.0526722
71.96,0.0510056
72,0.0543389
72.04,0.0593389
72.08,0.0626722
72.12,0.0610056
72.16,0.0610056
72.2,0.0610056
72.24,0.0610056
72.28,0.0610056
72.32,0.0593389
72.36,0.0593389
72.4,0.0593389
72.44,0.0576722
72.48,0.0576722
72.52,0.0560056
72.56,0.0560056
72.6,0.0560056
72.64,0.0560056
72.68,0.0543389
72.72,0.0543389
72.76,0.0543389
72.8,0.0526722
72.84,0.0510056
72.88,0.0476722
72.92,0.0460056
72.96,0.0460056
73,0.0460056
73.04,0.0460056
73.08,0.0460056
73.12,0.0460056
73.16,0.0460056
73.2,0.0460056
73.24,0.0460056
73.28,0.0460056
73.32,0.0443389
73.36,0.0443389
73.4,0.0443389
73.44,0.0443389
73.48,0.0443389
73.52,0.0443389
73.56,0.0443389
73.6,0.0443389
73.64,0.0443389
73.68,0.0443389
73.72,0.0443389
73.76,0.0443389
73.8,0.0443389
73.84,0.0426722
73.88,0.0426722
73.92,0.0426722
73.96,0.0410056
74,0.0410056
74.04,0.0410056
74.08,0.0410056
74.12,0.0410056
74.16,0.0410056
74.2,0.0410056
74.24,0.0410056
74.28,0.0410056
74.32,0.0393389
74.36,0.0393389
74.4,0.0410056
74.44,0.0410056
74.48,0.0410056
74.52,0.0426722
74.56,0.0493389
74.6,0.0526722
74.64,0.0560056
74.68,0.0576722
74.72,0.0576722
74.76,0.0576722
74.8,0.0576722
74.84,0.0576722
74.88,0.0576722
74.92,0.0576722
74.96,0.0576722
75,0.0576722
75.04,0.0576722
75.08,0.0576722
75.12,0.0576722
75.16,0.0593389
75.2,0.0576722
75.24,0.0610056
75.28,0.0626722
75.32,0.0643389
75.36,0.0693389
75.4,0.0710056
75.44,0.0710056
75.48,0.0710056
75.52,0.0710056
75.56,0.0710056
75.6,0.0710056
75.64,0.0710056
75.68,0.0710056
75.72,0.0710056
75.76,0.0693389
75.8,0.0693389
75.84,0.0693389
75.88,0.0676722
75.92,0.0693389
75.96,0.0693389
76,0.0710056
76.04,0.0693389
76.08,0.0710056
76.12,0.0710056
76.16,0.0726722
76.2,0.0726722
76.24,0.0710056
76.28,0.0710056
76.32,0.0693389
76.36,0.0693389
76.4,0.0693389
76.44,0.0726722
76.48,0.0726722
76.52,0.0743389
76.56,0.0726722
76.6,0.0726722
76.64,0.0726722
76.68,0.0726722
76.72,0.0710056
76.76,0.0710056
76.8,0.0710056
76.84,0.0693389
76.88,0.0676722
76.92,0.0676722
76.96,0.0610056
77,0.0560056
77.04,0.0510056
77.08,0.0476722
77.12,0.0443389
77.16,0.0460056
77.2,0.0443389
77.24,0.0410056
77.28,0.0393389
77.32,0.0393389
77.36,0.0360056
77.4,0.0360056
77.44,0.0343389
77.48,0.0343389
77.52,0.0376722
77.56,0.0393389
77.6,0.0376722
77.64,0.0376722
77.68,0.0376722
77.72,0.0393389
77.76,0.0410056
77.8,0.0410056
77.84,0.0443389
77.88,0.0426722
77.92,0.0360056
77.96,0.0326722
78,0.0343389
78.04,0.0376722
78.08,0.0393389
78.12,0.0410056
78.16,0.0410056
78.2,0.0410056
78.24,0.0426722
78.28,0.0410056
78.32,0.0410056
78.36,0.0393389
78.4,0.0376722
78.44,0.0376722
78.48,0.0360056
78.52,0.0343389
78.56,0.0276722
78.6,0.0260056
78.64,0.0243389
78.68,0.0243389
78.72,0.0243389
78.76,0.0260056
78.8,0.0260056
78.84,0.0276722
78.88,0.0310056
78.92,0.0310056
78.96,0.0310056
79,0.0310056
79.04,0.0310056
79.08,0.0310056
79.12,0.0310056
79.16,0.0293389
79.2,0.0293389
79.24,0.0260056
79.28,0.0260056
79.32,0.0260056
79.36,0.0243389
79.4,0.0226722
79.44,0.0226722
79.48,0.0193389
79.52,0.0143389
79.56,0.0110056
79.6,0.0110056
79.64,0.0110056
79.68,0.00933889
79.72,0.00767222
79.76,0.00767222
79.8,0.00600556
79.84,0.00433889
79.88,0.00433889
79.92,0.00433889
79.96,0.00100556
80,-0.000661111
80.04,-0.000661111
80.08,-0.00232778
80.12,-0.00232778
80.16,-0.00566111
80.2,-0.00899444
80.24,-0.0123278
80.28,-0.0139944
80.32,-0.0156611
80.36,-0.0223278
80.4,-0.0256611
80.44,-0.0289944
80.48,-0.0323278
80.52,-0.0323278
80.56,-0.0356611
80.6,-0.0356611
80.64,-0.0356611
80.68,-0.0356611
80.72,-0.0356611
80.76,-0.0356611
80.8,-0.0356611
80.84,-0.0339944
80.88,-0.0339944
80.92,-0.0339944
80.96,-0.0323278
81,-0.0323278
81.04,-0.0306611
81.08,-0.0323278
81.12,-0.0323278
81.16,-0.0289944
81.2,-0.0273278
81.24,-0.0273278
81.28,-0.0223278
81.32,-0.0189944
81.36,-0.0139944
81.4,-0.00899444
81.44,0.00100556
81.48,0.00267222
81.52,0.00267222
81.56,0.00433889
81.6,0.00767222
81.64,0.0143389
81.68,0.0176722
81.72,0.0210056
81.76,0.0226722
81.8,0.0243389
81.84,0.0243389
81.88,0.0276722
81.92,0.0310056
81.96,0.0343389
82,0.0326722
82.04,0.0343389
82.08,0.0343389
82.12,0.0376722
82.16,0.0376722
82.2,0.0376722
82.24,0.0376722
82.28,0.0376722
82.32,0.0393389
82.36,0.0393389
82.4,0.0410056
82.44,0.0410056
82.48,0.0393389
82.52,0.0393389
82.56,0.0410056
82.6,0.0426722
82.64,0.0443389
82.68,0.0443389
82.72,0.0443389
82.76,0.0443389
82.8,0.0426722
82.84,0.0410056
82.88,0.0410056
82.92,0.0393389
82.96,0.0393389
83,0.0393389
83.04,0.0376722
83.08,0.0376722
83.12,0.0376722
83.16,0.0376722
83.2,0.0376722
83.24,0.0376722
83.28,0.0376722
83.32,0.0393389
83.36,0.0410056
83.4,0.0410056
83.44,0.0410056
83.48,0.0410056
83.52,0.0410056
83.56,0.0410056
83.6,0.0410056
83.64,0.0410056
83.68,0.0410056
83.72,0.0410056
83.76,0.0410056
83.8,0.0410056
83.84,0.0410056
83.88,0.0410056
83.92,0.0376722
83.96,0.0343389
84,0.0343389
84.04,0.0343389
84.08,0.0343389
84.12,0.0343389
84.16,0.0343389
84.2,0.0343389
84.24,0.0343389
84.28,0.0343389
84.32,0.0343389
84.36,0.0343389
84.4,0.0360056
84.44,0.0376722
84.48,0.0376722
84.52,0.0376722
84.56,0.0376722
84.6,0.0376722
84.64,0.0376722
84.68,0.0376722
84.72,0.0376722
84.76,0.0376722
84.8,0.0376722
84.84,0.0376722
84.88,0.0376722
84.92,0.0376722
84.96,0.0393389
85,0.0410056
85.04,0.0443389
85.08,0.0460056
85.12,0.0476722
85.16,0.0476722
85.2,0.0476722
85.24,0.0476722
85.28,0.0476722
85.32,0.0476722
85.36,0.0476722
85.4,0.0476722
85.44,0.0476722
85.48,0.0476722
85.52,0.0476722
85.56,0.0476722
85.6,0.0476722
85.64,0.0476722
85.68,0.0476722
85.72,0.0476722
85.76,0.0476722
85.8,0.0476722
85.84,0.0460056
85.88,0.0460056
85.92,0.0460056
85.96,0.0443389
86,0.0426722
86.04,0.0410056
86.08,0.0410056
86.12,0.0410056
86.16,0.0410056
86.2,0.0410056
86.24,0.0410056
86.28,0.0410056
86.32,0.0410056
86.36,0.0410056
86.4,0.0410056
86.44,0.0410056
86.48,0.0410056
86.52,0.0393389
86.56,0.0393389
86.6,0.0376722
86.64,0.0376722
86.68,0.0376722
86.72,0.0376722
86.76,0.0376722
86.8,0.0376722
86.84,0.0376722
86.88,0.0376722
86.92,0.0376722
86.96,0.0376722
87,0.0376722
87.04,0.0376722
87.08,0.0376722
87.12,0.0376722
87.16,0.0360056
87.2,0.0360056
87.24,0.0326722
87.28,0.0293389
87.32,0.0293389
87.36,0.0276722
87.4,0.0260056
87.44,0.0243389
87.48,0.0226722
87.52,0.0226722
87.56,0.0226722
87.6,0.0226722
87.64,0.0226722
87.68,0.0226722
87.72,0.0226722
87.76,0.0226722
87.8,0.0226722
87.84,0.0226722
87.88,0.0210056
87.92,0.0193389
87.96,0.0176722
88,0.0160056
88.04,0.0160056
88.08,0.0160056
88.12,0.0110056
88.16,0.00767222
88.2,0.00600556
88.24,0.00600556
88.28,0.00433889
88.32,0.00433889
88.36,0.00433889
88.4,0.00600556
88.44,0.00600556
88.48,0.00600556
88.52,0.00600556
88.56,0.00100556
88.6,-0.000661111
88.64,-0.000661111
88.68,-0.000661111
88.72,-0.000661111
88.76,-0.00232778
88.8,-0.00232778
88.84,-0.00232778
88.88,-0.00232778
88.92,-0.00232778
88.96,-0.00232778
89,-0.00232778
89.04,-0.00232778
89.08,-0.00232778
89.12,0.00100556
89.16,0.00100556
89.2,0.00100556
89.24,0.00100556
89.28,0.00100556
89.32,-0.000661111
89.36,-0.000661111
89.4,-0.000661111
89.44,-0.000661111
89.48,-0.00232778
89.52,-0.00399444
89.56,-0.00399444
89.6,-0.00399444
89.64,-0.00399444
89.68,-0.00232778
89.72,-0.00232778
89.76,-0.00232778
89.8,-0.00566111
89.84,-0.00899444
89.88,-0.00899444
89.92,-0.0106611
89.96,-0.0106611
90,-0.0106611
90.04,-0.0123278
90.08,-0.0123278
90.12,-0.0123278
90.16,-0.0123278
90.2,-0.0123278
90.24,-0.0123278
90.28,-0.0123278
90.32,-0.0123278
90.36,-0.0106611
90.4,-0.0106611
90.44,-0.0106611
90.48,-0.0106611
90.52,-0.0106611
90.56,-0.0123278
90.6,-0.0123278
90.64,-0.0123278
90.68,-0.0123278
90.72,-0.0123278
90.76,-0.0123278
90.8,-0.0139944
90.84,-0.0139944
90.88,-0.0139944
90.92,-0.0139944
90.96,-0.0139944
91,-0.0123278
91.04,-0.0123278
91.08,-0.0106611
91.12,-0.00899444
91.16,-0.00566111
91.2,-0.00732778
91.24,-0.00566111
91.28,-0.00566111
91.32,-0.00566111
91.36,-0.00566111
91.4,-0.00566111
91.44,-0.00566111
91.48,-0.00732778
91.52,-0.00732778
91.56,-0.00732778
91.6,-0.00732778
91.64,-0.00732778
91.68,-0.00732778
91.72,-0.00566111
91.76,-0.00566111
91.8,-0.00566111
91.84,-0.00399444
91.88,-0.00566111
91.92,-0.00732778
91.96,-0.00566111
92,-0.00732778
92.04,-0.00566111
92.08,-0.00399444
92.12,-0.00399444
92.16,-0.00399444
92.2,-0.00399444
92.24,-0.00399444
92.28,-0.00232778
92.32,-0.00232778
92.36,-0.000661111
92.4,0.00100556
92.44,0.00100556
92.48,-0.000661111
92.52,-0.000661111
92.56,-0.00232778
92.6,-0.00232778
92.64,-0.00232778
92.68,-0.00232778
92.72,-0.00232778
92.76,-0.00232778
92.8,-0.00232778
92.84,-0.00232778
92.88,-0.00232778
92.92,-0.000661111
92.96,-0.000661111
93,0.00267222
93.04,-0.000661111
93.08,0.00267222
93.12,0.00267222
93.16,0.00100556
93.2,0.00267222
93.24,0.00267222
93.28,0.00433889
93.32,0.00600556
93.36,0.00933889
93.4,0.0110056
93.44,0.0126722
93.48,0.0160056
93.52,0.0176722
93.56,0.0176722
93.6,0.0176722
93.64,0.0176722
93.68,0.0160056
93.72,0.0160056
93.76,0.0160056
93.8,0.0160056
93.84,0.0160056
93.88,0.0160056
93.92,0.0176722
93.96,0.0193389
94,0.0193389
94.04,0.0210056
94.08,0.0260056
94.12,0.0293389
94.16,0.0326722
94.2,0.0326722
94.24,0.0360056
94.28,0.0360056
94.32,0.0360056
94.36,0.0360056
94.4,0.0360056
94.44,0.0343389
94.48,0.0376722
94.52,0.0376722
94.56,0.0376722
94.6,0.0393389
94.64,0.0443389
94.68,0.0476722
94.72,0.0543389
94.76,0.0576722
94.8,0.0643389
94.84,0.0676722
94.88,0.0743389
94.92,0.0776722
94.96,0.0810056
95,0.0860056
95.04,0.0876722
95.08,0.0910056
95.12,0.0943389
95.16,0.0943389
95.2,0.0926722
95.24,0.0960056
95.28,0.0910056
95.32,0.0943389
95.36,0.0943389
95.4,0.0960056
95.44,0.0976722
95.48,0.101006
95.52,0.102672
95.56,0.106006
95.6,0.106006
95.64,0.106006
95.68,0.109339
95.72,0.111006
95.76,0.116006
95.8,0.119339
95.84,0.124339
95.88,0.122672
95.92,0.122672
95.96,0.122672
96,0.121006
96.04,0.121006
96.08,0.122672
96.12,0.122672
96.16,0.121006
96.2,0.117672
96.24,0.116006
96.28,0.116006
96.32,0.114339
96.36,0.116006
96.4,0.122672
96.44,0.131006
96.48,0.136006
96.52,0.147672
96.56,0.156006
96.6,0.164339
96.64,0.177672
96.68,0.191006
96.72,0.197672
96.76,0.209339
96.8,0.214339
96.84,0.226006
96.88,0.231006
96.92,0.237672
96.96,0.241006
97,0.247672
97.04,0.249339
97.08,0.254339
97.12,0.256006
97.16,0.257672
97.2,0.257672
97.24,0.256006
97.28,0.256006
97.32,0.256006
97.36,0.252672
97.4,0.246006
97.44,0.241006
97.48,0.237672
97.52,0.239339
97.56,0.237672
97.6,0.237672
97.64,0.237672
97.68,0.234339
97.72,0.229339
97.76,0.227672
97.8,0.226006
97.84,0.226006
97.88,0.224339
97.92,0.221006
97.96,0.217672
98,0.216006
98.04,0.212672
98.08,0.209339
98.12,0.206006
98.16,0.204339
98.2,0.202672
98.24,0.199339
98.28,0.199339
98.32,0.199339
98.36,0.197672
98.4,0.197672
98.44,0.196006
98.48,0.194339
98.52,0.192672
98.56,0.191006
98.6,0.189339
98.64,0.187672
98.68,0.186006
98.72,0.184339
98.76,0.184339
98.8,0.184339
98.84,0.182672
98.88,0.182672
98.92,0.182672
98.96,0.181006
99,0.181006
99.04,0.179339
99.08,0.177672
99.12,0.177672
99.16,0.177672
99.2,0.181006
99.24,0.182672
99.28,0.182672
99.32,0.184339
99.36,0.186006
99.4,0.186006
99.44,0.186006
99.48,0.184339
99.52,0.182672
99.56,0.177672
99.6,0.174339
99.64,0.169339
99.68,0.166006
99.72,0.162672
99.76,0.161006
99.8,0.159339
99.84,0.156006
99.88,0.154339
99.92,0.149339
99.96,0.144339
100,0.1443389
100.04,0.1426722
100.08,0.1393389
100.12,0.1360056
100.16,0.1310056
100.2,0.1243389
100.24,0.1210056
100.28,0.1193389
100.32,0.1160056
100.36,0.1160056
100.4,0.1110056
100.44,0.1076722
100.48,0.1043389
100.52,0.1043389
100.56,0.1043389
100.6,0.1043389
100.64,0.1043389
100.68,0.1010056
100.72,0.1010056
100.76,0.1010056
100.8,0.1010056
100.84,0.1010056
100.88,0.09933889
100.92,0.09767222
100.96,0.09600556
101,0.09267222
101.04,0.09267222
101.08,0.09267222
101.12,0.08933889
101.16,0.08933889
101.2,0.08933889
101.24,0.08933889
101.28,0.09100556
101.32,0.09100556
101.36,0.08933889
101.4,0.08600556
101.44,0.08600556
101.48,0.08600556
101.52,0.08767222
101.56,0.08933889
101.6,0.08933889
101.64,0.08933889
101.68,0.08767222
101.72,0.08600556
101.76,0.08600556
101.8,0.08600556
101.84,0.09100556
101.88,0.09100556
101.92,0.09100556
101.96,0.09100556
102,0.09100556
102.04,0.09100556
102.08,0.09100556
102.12,0.09100556
102.16,0.09100556
102.2,0.09100556
102.24,0.09267222
102.28,0.09267222
102.32,0.09100556
102.36,0.09267222
102.4,0.09267222
102.44,0.09433889
102.48,0.09600556
102.52,0.09433889
102.56,0.09767222
102.6,0.09767222
102.64,0.09767222
102.68,0.09933889
102.72,0.1010056
102.76,0.1026722
102.8,0.1043389
102.84,0.1060056
102.88,0.1060056
102.92,0.1026722
102.96,0.1010056
103,0.09933889
103.04,0.09767222
103.08,0.09767222
103.12,0.09767222
103.16,0.09767222
103.2,0.09600556
103.24,0.09600556
103.28,0.09600556
103.32,0.09433889
103.36,0.09433889
103.4,0.09433889
103.44,0.09433889
103.48,0.09433889
103.52,0.09433889
103.56,0.09267222
103.6,0.08933889
103.64,0.08267222
103.68,0.08100556
103.72,0.07933889
103.76,0.07767222
103.8,0.07600556
103.84,0.07100556
103.88,0.06767222
103.92,0.06933889
103.96,0.06933889
104,0.06933889
104.04,0.06933889
104.08,0.06933889
104.12,0.06933889
104.16,0.06933889
104.2,0.06433889
104.24,0.06267222
104.28,0.06600556
104.32,0.06600556
104.36,0.06600556
104.4,0.06433889
104.44,0.06100556
104.48,0.05767222
104.52,0.05767222
104.56,0.05600556
104.6,0.05433889
104.64,0.05433889
104.68,0.05433889
104.72,0.05100556
104.76,0.04600556
104.8,0.04100556
104.84,0.03600556
104.88,0.03433889
104.92,0.02933889
104.96,0.02433889
105,0.01933889
105.04,0.01767222
105.08,0.01267222
105.12,0.01100556
105.16,0.007672223
105.2,0.007672223
105.24,0.004338889
105.28,0.004338889
105.32,0.002672223
105.36,0.002672223
105.4,0.002672223
105.44,0.002672223
105.48,0.001005556
105.52,0.001005556
105.56,-0.0006611106
105.6,-0.002327777
105.64,-0.003994444
105.68,-0.005661111
105.72,-0.007327777
105.76,-0.01066111
105.8,-0.01232778
105.84,-0.01399444
105.88,-0.01566111
105.92,-0.01899444
105.96,-0.02066111
106,-0.02066111
106.04,-0.02232778
106.08,-0.02232778
106.12,-0.02399444
106.16,-0.02399444
106.2,-0.02399444
106.24,-0.02399444
106.28,-0.02566111
106.32,-0.02566111
106.36,-0.02566111
106.4,-0.02732778
106.44,-0.02732778
106.48,-0.02732778
106.52,-0.02732778
106.56,-0.02899444
106.6,-0.02899444
106.64,-0.02899444
106.68,-0.02899444
106.72,-0.02899444
106.76,-0.03066111
106.8,-0.02899444
106.84,-0.02899444
106.88,-0.02899444
106.92,-0.02899444
106.96,-0.03066111
107,-0.03066111
107.04,-0.02899444
107.08,-0.02899444
107.12,-0.02566111
107.16,-0.02399444
107.2,-0.02232778
107.24,-0.02232778
107.28,-0.02232778
107.32,-0.02232778
107.36,-0.02399444
107.4,-0.02399444
107.44,-0.02399444
107.48,-0.02399444
107.52,-0.02399444
107.56,-0.02732778
107.6,-0.03066111
107.64,-0.03566111
107.68,-0.03732778
107.72,-0.04232778
107.76,-0.04566111
107.8,-0.04899444
107.84,-0.05232778
107.88,-0.05232778
107.92,-0.05232778
107.96,-0.05232778
108,-0.05232778
108.04,-0.05232778
108.08,-0.05232778
108.12,-0.05399444
108.16,-0.05232778
108.2,-0.05066111
108.24,-0.04732778
108.28,-0.04066111
108.32,-0.03899444
108.36,-0.03232778
108.4,-0.03232778
108.44,-0.03066111
108.48,-0.02399444
108.52,-0.01732778
108.56,-0.007327777
108.6,-0.002327777
108.64,-0.0006611106
108.68,0.004338889
108.72,0.009338889
108.76,0.01933889
108.8,0.02433889
108.84,0.03267222
108.88,0.03933889
108.92,0.04600556
108.96,0.04933889
109,0.05100556
109.04,0.05433889
109.08,0.05600556
109.12,0.05933889
109.16,0.06267222
109.2,0.06767222
109.24,0.07100556
109.28,0.06767222
109.32,0.06433889
109.36,0.06433889
109.4,0.06267222
109.44,0.06433889
109.48,0.06600556
109.52,0.06600556
109.56,0.06600556
109.6,0.06600556
109.64,0.06767222
109.68,0.06767222
109.72,0.06933889
109.76,0.06933889
109.8,0.06933889
109.84,0.06933889
109.88,0.06933889
109.92,0.07100556
109.96,0.07100556
110,0.07100556
110.04,0.07100556
110.08,0.07100556
110.12,0.07100556
110.16,0.07100556
110.2,0.07267222
110.24,0.07100556
110.28,0.06933889
110.32,0.06933889
110.36,0.06933889
110.4,0.07100556
110.44,0.06933889
110.48,0.06933889
110.52,0.06933889
110.56,0.06933889
110.6,0.06933889
110.64,0.06933889
110.68,0.06767222
110.72,0.06600556
110.76,0.06433889
110.8,0.06267222
110.84,0.06100556
110.88,0.05933889
110.92,0.05933889
110.96,0.06100556
111,0.06267222
111.04,0.06433889
111.08,0.06267222
111.12,0.06267222
111.16,0.06267222
111.2,0.06267222
111.24,0.06267222
111.28,0.06100556
111.32,0.06100556
111.36,0.06100556
111.4,0.06100556
111.44,0.06100556
